Unnamed: 0,uid,dateTime,deviceId,lat,long,pm1_0,pm2_5,pm10
0,4c537040-d5c2-421b-842b-5b7f1276389a,2021-01-07 00:00:01+05:30,0000000024568afd,28.579292,77.230003,93.0,165.0,183.0
4,aec9f9f6-cdfb-410a-bdfd-d800fa3dc8fb,2021-01-07 00:00:04+05:30,0000000024568afd,28.5792865,77.23001099999998,91.0,166.0,180.0
7,f9c80afc-66e0-4684-8bdd-acea61281e88,2021-01-07 00:00:07+05:30,0000000024568afd,28.579281,77.230019,92.0,167.0,181.0
11,90f56525-bd5f-43d5-9a59-c79aa05eb58e,2021-01-07 00:00:10+05:30,0000000024568afd,28.579292,77.230026,91.0,164.0,180.0
17,a79a91f5-6be5-490d-96de-0ce936b66d18,2021-01-07 00:00:13+05:30,0000000024568afd,28.579268,77.230026,90.0,158.0,175.0
22,874817b3-1001-48f9-a455-b7fd49ed7545,2021-01-07 00:00:16+05:30,0000000024568afd,28.579245,77.23007199999998,95.0,163.0,183.0
26,3d063045-a8de-4e3e-a66b-f791ec91dc8a,2021-01-07 00:00:19+05:30,0000000024568afd,28.57922,77.230087,92.0,159.0,176.0
28,20b7a0d6-3fde-4029-9ea8-c42fecbfc12a,2021-01-07 00:00:22+05:30,0000000024568afd,28.579193,77.23009499999998,90.0,151.0,170.0
35,ee87e221-813b-4b6e-97fa-0334934d1f8d,2021-01-07 00:00:25+05:30,0000000024568afd,28.579166,77.230103,91.0,157.0,174.0
39,d02c3fa9-904a-49cc-85e3-73e74ed82978,2021-01-07 00:00:28+05:30,0000000024568afd,28.579145,77.230118,90.0,154.0,170.0
42,46572bf5-efb4-4f6d-9c8e-32bf0715a7a0,2021-01-07 00:00:31+05:30,0000000024568afd,28.579145,77.230133,90.0,153.0,170.0
46,fb01e89d-671b-452e-99a3-c15b04eed886,2021-01-07 00:00:34+05:30,0000000024568afd,28.579111,77.230137,90.0,156.0,171.0
51,99f0af48-3ee0-4d23-8ec4-1ee9af620ac6,2021-01-07 00:00:37+05:30,0000000024568afd,28.579077,77.230141,90.0,155.0,169.0
54,8ef0ac09-b8e8-451d-b28a-36959a87fd86,2021-01-07 00:00:40+05:30,0000000024568afd,28.579052,77.230133,91.0,157.0,171.0
59,944a6c1d-4122-4154-85c3-81706c3fef16,2021-01-07 00:00:43+05:30,0000000024568afd,28.579004,77.230133,92.0,157.0,173.0
63,94677337-2e8e-459a-b592-a24f1fe247a7,2021-01-07 00:00:46+05:30,0000000024568afd,28.578962,77.230148,92.0,159.0,178.0
68,0a5a5194-d854-4321-a5f7-decb9419e8ff,2021-01-07 00:00:49+05:30,0000000024568afd,28.5789505,77.230152,92.0,161.0,177.0
72,1b0a090f-dbc8-437b-8897-5acdf3daa531,2021-01-07 00:00:52+05:30,0000000024568afd,28.578939,77.23015600000002,94.0,163.0,180.0
75,071c81cc-518d-4bb3-b87d-306d5f425ee5,2021-01-07 00:00:55+05:30,0000000024568afd,28.578947,77.230148,93.0,161.0,174.0
