Unnamed: 0,uid,dateTime,deviceId,lat,long,pm1_0,pm2_5,pm10
3,b4ef1dc8-4ffe-4889-b812-1b99b90b6b1f,2021-01-04 00:00:01+05:30,0000000024568afd,28.579382,77.231926,77.0,111.0,114.0
9,a52f2bc0-d828-47f9-9bc8-8c2c14852d18,2021-01-04 00:00:04+05:30,0000000024568afd,28.579357,77.23191800000002,77.0,110.0,114.0
15,7b8fa624-4090-4667-ad49-55e02defbb44,2021-01-04 00:00:07+05:30,0000000024568afd,28.579321000000004,77.231926,78.0,109.0,114.0
21,da941539-d73b-4d7e-89c7-db097849b0a0,2021-01-04 00:00:10+05:30,0000000024568afd,28.579302,77.231911,75.0,110.0,116.0
27,09c7703a-09f9-40c6-9f1d-829b95bdc772,2021-01-04 00:00:13+05:30,0000000024568afd,28.57929600000001,77.23190140000001,79.0,115.0,123.0
32,6af480b3-acc4-4de1-9723-f2e19093ac75,2021-01-04 00:00:15+05:30,0000000024568afd,28.579292,77.231895,78.0,116.0,124.0
37,129d704e-9fc8-42bc-b6e9-dd723ca8450d,2021-01-04 00:00:18+05:30,0000000024568afd,28.579286375,77.231889375,78.0,115.0,124.0
41,9402cb9f-7afa-4e0b-9c8b-f965e37610c7,2021-01-04 00:00:20+05:30,0000000024568afd,28.579282625,77.231885625,79.0,116.0,122.0
48,78ab01e6-3f6b-46b5-a7ab-2087e1f84862,2021-01-04 00:00:23+05:30,0000000024568afd,28.579277,77.23188,79.0,116.0,122.0
55,3f46e8e9-e022-4526-be90-66554702912f,2021-01-04 00:00:26+05:30,0000000024568afd,28.579277,77.23188,82.0,119.0,123.0
73,dffa2a74-b2f7-4473-b1cd-c2ca387d34fb,2021-01-04 00:00:34+05:30,0000000024568afd,28.579277,77.231903,81.0,116.0,117.0
79,81cf22e7-544f-4671-aad8-301392b1641c,2021-01-04 00:00:37+05:30,0000000024568afd,28.5792845,77.231899,66.0,101.0,106.0
85,d55c36e1-943c-4f41-a2f7-07ffc3d2f0e0,2021-01-04 00:00:40+05:30,0000000024568afd,28.579292,77.231895,59.0,94.0,102.0
91,52e86850-fae5-40bd-b48c-ce20346624fc,2021-01-04 00:00:43+05:30,0000000024568afd,28.579309,77.23188,54.0,89.0,97.0
96,7e5ed238-f07e-4678-a4b0-e484dcb372fa,2021-01-04 00:00:46+05:30,0000000024568afd,28.5793075,77.23188,53.0,91.0,96.0
103,b2c37021-65c9-4947-b669-c072988f5bcc,2021-01-04 00:00:49+05:30,0000000024568afd,28.579306,77.23188,55.0,92.0,96.0
109,df99f6cc-6618-4070-a84f-21e0c4e81ed0,2021-01-04 00:00:52+05:30,0000000024568afd,28.579309,77.23185699999998,60.0,96.0,100.0
117,2c129310-9915-48da-85a7-671ecd0961dc,2021-01-04 00:00:55+05:30,0000000024568afd,28.579295,77.23185699999998,77.0,121.0,126.0
123,50b8da1e-853d-4203-af3c-cf94e2a4cf10,2021-01-04 00:00:58+05:30,0000000024568afd,28.579281,77.23185699999998,86.0,130.0,136.0
129,6c5d175a-65db-41d2-b962-2eac031de12a,2021-01-04 00:01:01+05:30,0000000024568afd,28.579285,77.231865,102.0,157.0,163.0
137,fabe18bd-5f69-4210-872e-46b74f9a76ce,2021-01-04 00:01:04+05:30,0000000024568afd,28.579277125,77.23187362499998,119.0,181.0,186.0
142,ce69f403-1dbc-4e1e-82a5-84c2d602c5aa,2021-01-04 00:01:06+05:30,0000000024568afd,28.579271875,77.231879375,124.0,186.0,191.0
147,2ab2cb75-e411-4a8e-87d1-8015a8f53fee,2021-01-04 00:01:09+05:30,0000000024568afd,28.579264,77.231888,123.0,183.0,188.0
155,2b507277-0385-4588-8cc3-019f5c84bc75,2021-01-04 00:01:12+05:30,0000000024568afd,28.579245,77.231888,124.0,184.0,189.0
159,ace09f78-b5fe-4ade-acfe-0415ac291649,2021-01-04 00:01:15+05:30,0000000024568afd,28.579227000000003,77.231895,110.0,161.0,170.0
165,da35824f-12c4-4b9e-904d-2cdff36e4da5,2021-01-04 00:01:18+05:30,0000000024568afd,28.579216,77.231926,100.0,145.0,155.0
170,c16bd7f7-cd2d-421a-ba05-66691f949e70,2021-01-04 00:01:21+05:30,0000000024568afd,28.579206,77.231941,95.0,136.0,145.0
