Unnamed: 0,uid,dateTime,deviceId,lat,long,pm1_0,pm2_5,pm10
1,bceaa4b2-7c0c-4889-a670-63bbd174b704,2021-01-08 00:00:00+05:30,0000000024568afd,28.579174,77.22801199999998,76.0,135.0,146.0
5,36028032-de91-4701-a5df-24be9341441b,2021-01-08 00:00:03+05:30,0000000024568afd,28.579177,77.2280385,79.0,135.0,148.0
9,17b38ee1-9ca5-454d-ac01-8be817314b78,2021-01-08 00:00:06+05:30,0000000024568afd,28.57918,77.228065,79.0,137.0,148.0
13,256297d3-c5c1-4491-ba73-63fad842acf0,2021-01-08 00:00:09+05:30,0000000024568afd,28.57918,77.228065,78.0,137.0,150.0
18,ed4c55cc-9507-48aa-91c1-1698ba1257ab,2021-01-08 00:00:11+05:30,0000000024568afd,28.57918,77.228065,78.0,136.0,150.0
21,60c9ba01-59a2-4339-aa48-9f4c89a9bb30,2021-01-08 00:00:14+05:30,0000000024568afd,28.57918,77.228065,80.0,139.0,154.0
26,4d6d7696-fefd-4032-ba4b-6b0f521c61b2,2021-01-08 00:00:17+05:30,0000000024568afd,28.57918,77.228073,76.0,134.0,144.0
31,42199226-88a5-48ce-ad7f-567d1d14f64c,2021-01-08 00:00:20+05:30,0000000024568afd,28.5791764,77.2280778,74.0,129.0,137.0
34,79a9df38-f9f1-4688-bcd2-9b8aa0b36714,2021-01-08 00:00:22+05:30,0000000024568afd,28.579174,77.228081,76.0,132.0,138.0
37,899ca827-2b8e-4d8e-9edc-7926ef9f14b9,2021-01-08 00:00:25+05:30,0000000024568afd,28.57917563636364,77.22807663636364,74.0,136.0,145.0
41,105a6613-61e0-4a4b-9782-963a0aeb61e6,2021-01-08 00:00:27+05:30,0000000024568afd,28.579176727272724,77.22807372727273,72.0,134.0,145.0
46,9e296f0d-faf1-4ce6-ad86-dc2a253cc353,2021-01-08 00:00:30+05:30,0000000024568afd,28.57917836363637,77.22806936363638,74.0,136.0,148.0
50,641930bf-07c8-49eb-9994-ef0d8cb1258a,2021-01-08 00:00:33+05:30,0000000024568afd,28.57918,77.228065,74.0,138.0,156.0
54,8bc4d426-d1ae-4717-9b97-0d77bde4331f,2021-01-08 00:00:36+05:30,0000000024568afd,28.579172125,77.228076625,75.0,138.0,154.0
57,f412517e-ba2e-482c-8420-bec49c1e24c7,2021-01-08 00:00:38+05:30,0000000024568afd,28.579166875,77.228084375,78.0,142.0,156.0
63,7773e100-b31a-498d-8949-3e77b35cde00,2021-01-08 00:00:41+05:30,0000000024568afd,28.579159000000004,77.228096,78.0,140.0,156.0
65,6676623e-4aa1-4022-9eff-0bc3ed89eb71,2021-01-08 00:00:44+05:30,0000000024568afd,28.579159000000004,77.228096,79.0,139.0,152.0
72,32cb7832-916b-4d77-aeb2-6ee1e6ec69be,2021-01-08 00:00:47+05:30,0000000024568afd,28.5791625,77.228096,73.0,134.0,156.0
75,85954e76-e270-48df-9018-77ecb75a666e,2021-01-08 00:00:50+05:30,0000000024568afd,28.579166,77.228096,73.0,134.0,156.0
81,51e8546f-389e-4a0f-91b1-5f7eece0bdfa,2021-01-08 00:00:53+05:30,0000000024568afd,28.579174,77.228096,75.0,139.0,160.0
86,a39401e9-78cc-457a-ac5f-a444c56a0f81,2021-01-08 00:00:56+05:30,0000000024568afd,28.579178875,77.22810462499999,71.0,136.0,151.0
89,547aec1c-2ef8-4aad-9937-046403512ca9,2021-01-08 00:00:58+05:30,0000000024568afd,28.579182125,77.228110375,74.0,134.0,147.0
