Unnamed: 0,uid,dateTime,deviceId,lat,long,pm1_0,pm2_5,pm10
9392,3eefccea-ab7a-4809-b265-9b1198f6fffc,2021-01-10 02:10:40+05:30,0000000024568afd,28.579594,77.234329,64.0,125.0,140.0
9407,918bb97d-e234-40dc-b7d9-86c39963b1ac,2021-01-10 02:10:51+05:30,0000000024568afd,28.579546,77.234268,70.0,135.0,148.0
9413,6acc0e41-1d00-4cdd-b4b1-64235a6ce22a,2021-01-10 02:10:57+05:30,0000000024568afd,28.57954,77.234268,66.0,128.0,144.0
9417,8eae3dab-230a-49a7-aecb-268f8cebde96,2021-01-10 02:11:00+05:30,0000000024568afd,28.57955,77.234268,66.0,130.0,148.0
9422,f7f4f7cb-492a-407a-b5ac-6919f45a0a6b,2021-01-10 02:11:03+05:30,0000000024568afd,28.579544,77.23427699999998,66.0,129.0,148.0
9425,75435a22-3991-477d-ad76-3276fc87bb58,2021-01-10 02:11:05+05:30,0000000024568afd,28.57954,77.23428299999998,66.0,129.0,151.0
9444,05d78b1e-5f3d-4c7b-af52-7f29b661f5eb,2021-01-10 02:11:19+05:30,0000000024568afd,28.579309,77.234238,59.0,121.0,138.0
9447,f89572e6-e6d2-437b-a4aa-fd7d0c9d9491,2021-01-10 02:11:22+05:30,0000000024568afd,28.579268,77.23425300000002,59.0,119.0,136.0
9452,e67a0a14-e8ae-4006-96a4-639755d19c1f,2021-01-10 02:11:25+05:30,0000000024568afd,28.579174,77.234245,60.0,118.0,137.0
9456,cd75387c-272a-45f7-9d4d-b577266851cf,2021-01-10 02:11:28+05:30,0000000024568afd,28.57913,77.234261,60.0,117.0,136.0
9460,288b0cd6-6f84-455a-a7e6-05c74db444db,2021-01-10 02:11:31+05:30,0000000024568afd,28.579102,77.234238,64.0,119.0,136.0
9466,a4288818-12ee-4e37-9fe5-2e58c22f2e81,2021-01-10 02:11:34+05:30,0000000024568afd,28.579077,77.23423000000003,62.0,116.0,130.0
9469,be523a7c-11c3-45e9-af71-d8e579160596,2021-01-10 02:11:37+05:30,0000000024568afd,28.57906980000001,77.23423480000002,64.0,116.0,128.0
9473,6b0ba636-2dcd-43d0-85f8-0fef2e74cf7f,2021-01-10 02:11:39+05:30,0000000024568afd,28.579065000000003,77.234238,64.0,117.0,130.0
9475,9e468a4d-501b-4281-b5fa-4779cdcf50ea,2021-01-10 02:11:42+05:30,0000000024568afd,28.579084,77.234245,64.0,118.0,130.0
9482,b39f319a-2a70-4221-af13-47c696b1622b,2021-01-10 02:11:45+05:30,0000000024568afd,28.579102,77.23423000000003,64.0,125.0,137.0
9487,6a0581ae-c725-4c30-a69a-989734833221,2021-01-10 02:11:48+05:30,0000000024568afd,28.5791062,77.23423480000002,66.0,132.0,148.0
9489,c1d1c58d-a1c2-4e6b-b13b-a2e1588394fd,2021-01-10 02:11:50+05:30,0000000024568afd,28.57910900000001,77.234238,66.0,132.0,147.0
9495,3614520d-28fc-4163-ab3b-78786bc5ee93,2021-01-10 02:11:53+05:30,0000000024568afd,28.5791225,77.234240625,66.0,130.0,145.0
9498,d57b85eb-9713-42d9-b497-163244297a81,2021-01-10 02:11:55+05:30,0000000024568afd,28.57913150000001,77.23424237500002,67.0,126.0,143.0
9503,00656ab7-8c80-4734-a1a8-27c44746be89,2021-01-10 02:11:58+05:30,0000000024568afd,28.579145,77.234245,66.0,125.0,141.0
9508,12e553b7-dec8-405d-985f-942bf0f5a187,2021-01-10 02:12:01+05:30,0000000024568afd,28.57918,77.23425300000002,65.0,121.0,137.0
9512,a8621af3-a40c-428b-86b4-788dad848bb8,2021-01-10 02:12:04+05:30,0000000024568afd,28.579232875,77.23426725,65.0,119.0,131.0
9517,52831182-9417-4729-97fd-f00b0e4833df,2021-01-10 02:12:07+05:30,0000000024568afd,28.579285750000004,77.23428150000002,65.0,119.0,133.0
9519,cbd8987d-5c90-4361-b2a6-42ec3248ed9f,2021-01-10 02:12:09+05:30,0000000024568afd,28.579321000000004,77.234291,69.0,125.0,140.0
9524,49641175-872f-48f9-8d9f-b80fdd2e3c5f,2021-01-10 02:12:13+05:30,0000000024568afd,28.579329,77.234306,71.0,125.0,141.0
9528,aaa50556-94a1-46c1-954e-210bfa0b7152,2021-01-10 02:12:16+05:30,0000000024568afd,28.5793608,77.2343156,73.0,135.0,148.0
