Unnamed: 0,uid,dateTime,deviceId,lat,long,pm1_0,pm2_5,pm10
6,a736f6fc-5529-4d33-bc6d-07dae86b958a,2021-01-09 00:00:01+05:30,0000000024568afd,28.579256,77.22890500000003,97.0,163.0,177.0
14,fd2b1f5f-7e8b-4b77-b3f0-0d3bc960d8d2,2021-01-09 00:00:04+05:30,0000000024568afd,28.579203000000003,77.228851,95.0,160.0,172.0
25,c4f118bf-9ae0-40f6-8e5c-3dcae317cda4,2021-01-09 00:00:07+05:30,0000000024568afd,28.579212,77.228859,95.0,160.0,172.0
35,2584f5dd-6975-4b50-8323-4606d528c141,2021-01-09 00:00:10+05:30,0000000024568afd,28.579212,77.22886700000002,95.0,164.0,181.0
46,58ce199a-3e00-4ca8-9f46-1a28e4286e66,2021-01-09 00:00:13+05:30,0000000024568afd,28.579212,77.2288745,95.0,167.0,186.0
54,7438c4a7-fd0c-4456-93b1-28b055c4142e,2021-01-09 00:00:16+05:30,0000000024568afd,28.579212,77.228882,96.0,168.0,183.0
64,c541a5b2-5ce4-4d9f-b981-a34047d061b2,2021-01-09 00:00:19+05:30,0000000024568afd,28.579241,77.228912,97.0,162.0,177.0
75,25fb6099-83dd-4ef1-8380-44d1a912310f,2021-01-09 00:00:22+05:30,0000000024568afd,28.5792572,77.22893540000003,98.0,158.0,171.0
79,ad8bfbc4-8122-403b-938b-c5e5bdcc3f50,2021-01-09 00:00:24+05:30,0000000024568afd,28.579268,77.228951,97.0,154.0,167.0
92,1ba214b3-0a63-4a67-bb9f-f3142e9bac7f,2021-01-09 00:00:27+05:30,0000000024568afd,28.579277,77.228966,97.0,156.0,168.0
102,71d2977e-4ed3-4347-ad00-1c9f9311b63f,2021-01-09 00:00:30+05:30,0000000024568afd,28.579270500000003,77.228962,98.0,153.0,164.0
111,59645f9c-2d2e-45b4-aed3-65026fdb4fd9,2021-01-09 00:00:33+05:30,0000000024568afd,28.579264,77.22895799999998,97.0,153.0,163.0
120,85931428-bd55-4284-b4be-2a0307344830,2021-01-09 00:00:36+05:30,0000000024568afd,28.57925800000001,77.22896549999999,96.0,153.0,164.0
128,53df02da-7eb2-4412-ad00-3886b50bc85a,2021-01-09 00:00:39+05:30,0000000024568afd,28.579252,77.228973,96.0,158.0,167.0
137,12c5450f-1ed1-49bf-bdbe-13d83509d5a1,2021-01-09 00:00:42+05:30,0000000024568afd,28.579256,77.228973,96.0,165.0,173.0
148,d7a2e596-14ee-415c-82ba-637c67d882fa,2021-01-09 00:00:45+05:30,0000000024568afd,28.5792545,77.228976,96.0,168.0,181.0
154,3f4ded04-b7e6-4b8d-a098-91123520d936,2021-01-09 00:00:47+05:30,0000000024568afd,28.5792535,77.228978,98.0,176.0,191.0
164,8e8b9606-6f74-47f3-ab2c-f190607b83d7,2021-01-09 00:00:50+05:30,0000000024568afd,28.579252,77.228981,97.0,171.0,187.0
175,bf74f835-9698-46d1-b010-86ac3c39a4c7,2021-01-09 00:00:53+05:30,0000000024568afd,28.579252,77.228989,97.0,169.0,189.0
183,8d5e0fda-875a-452b-8148-547e29f7793f,2021-01-09 00:00:56+05:30,0000000024568afd,28.579256,77.228996,99.0,168.0,186.0
195,9d8b7b86-ebe3-40d0-a0d6-b6169f465092,2021-01-09 00:00:59+05:30,0000000024568afd,28.57926,77.228996,97.0,163.0,178.0
206,a07471aa-3046-45c6-b60c-584bdfbc290f,2021-01-09 00:01:02+05:30,0000000024568afd,28.57926,77.228996,98.0,165.0,176.0
215,7efe894b-ca88-4965-8f0d-a8eefa26a88f,2021-01-09 00:01:05+05:30,0000000024568afd,28.57926,77.228981,97.0,163.0,171.0
225,a2f4daec-b1ef-445e-aac7-0163a08ae1cd,2021-01-09 00:01:08+05:30,0000000024568afd,28.579262,77.22896949999998,97.0,160.0,169.0
233,247b5d21-44e6-4acd-8da7-d39b4aa1c251,2021-01-09 00:01:11+05:30,0000000024568afd,28.579264,77.22895799999998,97.0,160.0,169.0
242,030590b1-2ea8-4070-8efb-0d0d5c0bc78d,2021-01-09 00:01:14+05:30,0000000024568afd,28.579266,77.22894299999999,96.0,159.0,168.0
251,43c1dafd-29df-4b47-b619-672ea52ac02a,2021-01-09 00:01:17+05:30,0000000024568afd,28.579268,77.228928,96.0,159.0,171.0
263,f5b0173b-7da2-467c-ac55-04a057262719,2021-01-09 00:01:20+05:30,0000000024568afd,28.579273,77.228928,96.0,159.0,173.0
272,50ceffdf-5d1c-45fb-8219-c01d8b701c67,2021-01-09 00:01:23+05:30,0000000024568afd,28.579279,77.22893149999999,96.0,159.0,169.0
282,fad12de2-df88-4d16-908c-1927c46d0791,2021-01-09 00:01:26+05:30,0000000024568afd,28.579285,77.22893499999998,97.0,157.0,165.0
288,60539f6b-8c53-495c-af04-59e7011acae5,2021-01-09 00:01:29+05:30,0000000024568afd,28.579292,77.22893499999998,97.0,156.0,168.0
298,2388f310-2035-46d7-93c7-761337ba6dd8,2021-01-09 00:01:32+05:30,0000000024568afd,28.579302,77.22895799999998,96.0,158.0,172.0
304,d7d88b23-8a17-4a05-a954-f5c16ec77acf,2021-01-09 00:01:35+05:30,0000000024568afd,28.579317,77.228973,95.0,161.0,175.0
333,e5f88148-b099-4cb2-9951-2ee792d08bca,2021-01-09 00:01:43+05:30,0000000024568afd,28.579321000000004,77.228973,95.0,163.0,178.0
342,6478ada4-593f-40d3-85da-6f36816434d0,2021-01-09 00:01:46+05:30,0000000024568afd,28.579313,77.228981,95.0,164.0,175.0
350,f729c742-07ca-41c8-86b0-1e1dd7b15f35,2021-01-09 00:01:49+05:30,0000000024568afd,28.579309,77.228973,97.0,164.0,176.0
360,d2f6dd20-6443-40fe-a2a7-e98fd9efe42e,2021-01-09 00:01:52+05:30,0000000024568afd,28.5793005,77.228973,96.0,164.0,173.0
370,0a122a8c-5f4b-4171-a6da-b74903d5f048,2021-01-09 00:01:55+05:30,0000000024568afd,28.579292,77.228973,97.0,165.0,174.0
380,7dce4697-3a4e-4ea7-acba-bc6d06d9cf81,2021-01-09 00:01:58+05:30,0000000024568afd,28.579292,77.228973,96.0,167.0,177.0
